rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
273,CHEMBL200942,CHEMBL200942,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O,BRAF,escape_route,Kd,27.0,0.288,2.51,True,low,100.0,0.002569,0.003853,42.8,97.3,100.0,46.2,100,83.2,73.3,,
274,CHEMBL381187,CHEMBL381187,N[C@@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,26.0,0.437,2.88,True,low,100.0,0.002585,0.003878,43.1,97.4,100.0,46.5,100,79.1,73.2,,
275,CHEMBL3698724,CHEMBL3698724,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,IC50,9.2,0.486,3.01,True,low,100.0,0.007591,0.001139,58.2,100.0,100.0,11.4,100,77.7,73.1,,
276,CHEMBL410643,CHEMBL410643,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CB,escape_route,IC50,13.0,0.345,4.98,True,low,91.9,0.002886,0.004329,48.1,98.7,91.9,51.9,100,55.8,73.1,,
277,CHEMBL4868801,CHEMBL4868801,Cc1c(Cc2cccc(Cl)c2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,IC50,107.0,0.734,2.58,True,low,100.0,0.000985,0.004927,39.4,98.2,100.0,49.3,100,82.4,72.9,,
278,CHEMBL1083151,CHEMBL1083151,COc1cc(Nc2nccc(-c3sc(C)nc3C)n2)cc(OC)c1OC,CDK4,sensitive,Ki,11.0,0.701,2.37,True,low,100.0,0.007397,0.001109,56.7,100.0,100.0,11.1,100,84.8,72.9,,
279,CHEMBL410733,CHEMBL410733,Nc1cccnc1N1CCN(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)CC1,PARP1,resistant,IC50,70.0,0.492,2.91,True,low,89.8,0.001077,0.005387,43.1,100.0,89.8,53.9,100,78.8,72.9,,
280,CHEMBL115090,CHEMBL115090,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,0.37,0.166,3.38,True,medium,68.3,0.00554,0.00554,73.9,80.0,68.3,55.4,100,73.6,72.8,,
281,CHEMBL4240212,CHEMBL4240212,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,MDM2,sensitive,EC50,12.0,0.85,2.08,True,low,100.0,0.007302,0.001095,56.0,100.0,100.0,10.9,100,88.0,72.8,,
282,CHEMBL315752,CHEMBL315752,CCC(CC)Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,resistant,IC50,31.0,0.489,2.71,True,medium,89.8,0.001254,0.006272,50.2,85.3,89.8,62.7,100,81.0,72.8,,
283,CHEMBL361708,HYMENIALDISINE,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,MAPK1,sensitive,IC50,9.0,0.506,3.63,True,low,100.0,0.007614,0.001142,58.4,100.0,100.0,11.4,100,70.8,72.8,,
284,CHEMBL371958,CHEMBL371958,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCO4)n2)c1,BRAF,escape_route,IC50,32.0,0.75,2.24,True,low,100.0,0.002495,0.003742,41.6,96.8,100.0,44.9,100,86.2,72.7,,
285,CHEMBL199620,CHEMBL199620,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCO)c2C)ccc1O,CHEK1,resistant,IC50,47.0,0.483,2.66,True,medium,99.7,0.001164,0.00582,46.6,83.9,99.7,58.2,100,81.6,72.7,,
286,CHEMBL27812,CHEMBL27812,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,AR,sensitive,EC50,9.0,0.764,3.71,True,low,100.0,0.007614,0.001142,58.4,100.0,100.0,11.4,100,69.9,72.7,,
287,CHEMBL103,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,sensitive,Ki,8.5,0.701,3.95,True,low,100.0,0.007676,0.001151,58.8,100.0,100.0,11.5,100,67.2,72.7,,
288,CHEMBL383670,CHEMBL383670,COc1cc(CN(C)CCN(C)C)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,112.0,0.718,2.52,True,low,100.0,0.000975,0.004877,39.0,97.7,100.0,48.8,100,83.1,72.6,,
289,CHEMBL5219193,CHEMBL5219193,Nc1nc(Cl)cc(-c2nn3ccccc3c2Cc2ccccc2)n1,EZH2,resistant,IC50,112.0,0.58,2.54,True,low,100.0,0.000975,0.004877,39.0,97.7,100.0,48.8,100,82.9,72.6,,
290,CHEMBL101995,CHEMBL101995,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cc1)C3=CC2=O,MAP2K1,sensitive,IC50,2.9,0.609,4.12,True,medium,100.0,0.008844,0.001327,67.8,87.7,100.0,13.3,100,65.3,72.5,,
291,CHEMBL304500,CHEMBL304500,COC(=O)c1c2c(n(C)c1C)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(OC)c(OC)c4[nH]3)C[C@H]3C[C@]123,MAP2K1,sensitive,IC50,1.4,0.53,4.48,True,medium,90.6,0.009635,0.001445,73.9,87.9,90.6,14.5,100,61.3,72.5,,
292,CHEMBL200118,CHEMBL200118,Oc1cc(-c2[nH]cnc2-c2ccncc2)ccc1Cl,BRAF,escape_route,IC50,33.0,0.75,2.44,True,low,100.0,0.002481,0.003722,41.4,96.7,100.0,44.7,100,84.0,72.5,,
293,CHEMBL379484,CHEMBL379484,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,IC50,30.0,0.723,3.51,True,low,100.0,0.002523,0.003784,42.0,97.0,100.0,45.4,100,72.1,72.3,,
294,CHEMBL436344,CHEMBL436344,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,EC50,10.0,0.768,3.88,True,low,100.0,0.0075,0.001125,57.5,100.0,100.0,11.2,100,68.0,72.3,,
295,CHEMBL561103,CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,IC50,4.6,0.4,2.7,True,medium,88.0,0.003337,0.005006,55.6,79.6,88.0,60.1,100,81.1,72.3,,
296,CHEMBL381527,CHEMBL381527,COc1cccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)c1,CHEK1,resistant,IC50,51.0,0.438,2.48,True,medium,98.8,0.001146,0.005731,45.8,83.5,98.8,57.3,100,83.6,72.2,,
297,CHEMBL214803,CHEMBL214803,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,IC50,30.0,0.742,3.61,True,low,100.0,0.002523,0.003784,42.0,97.0,100.0,45.4,100,71.0,72.2,,
298,CHEMBL1766804,CHEMBL1766804,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc4ccccc4[nH]3)n2)cc1,ATM,resistant,IC50,120.0,0.581,2.36,True,low,100.0,0.00096,0.004802,38.4,96.8,100.0,48.0,100,84.9,72.2,,
299,CHEMBL161770,CHEMBL161770,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cn1)C3=CC2=O,MAP2K1,sensitive,IC50,9.7,0.603,4.38,True,low,100.0,0.007533,0.00113,57.8,100.0,100.0,11.3,100,62.4,72.1,,
300,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
301,CHEMBL373252,CHEMBL373252,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)cc2C)ccc1O,CHEK1,resistant,IC50,120.0,0.602,2.53,True,low,100.0,0.00096,0.004802,38.4,96.8,100.0,48.0,100,83.0,72.1,,
302,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
303,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
304,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
305,CHEMBL115952,CHEMBL115952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1cc2ccccc2cc1C(N)=O,CD274,immune,IC50,1.7,0.169,3.54,True,low,63.4,0.004712,0.004712,62.8,99.8,63.4,47.1,100,71.8,72.1,,
306,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
307,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
308,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,IC50,2.5,0.406,4.95,True,medium,98.1,0.009005,0.001351,69.0,87.8,98.1,13.5,100,56.1,72.1,,
309,CHEMBL1202518,CHEMBL1202518,COc1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,IC50,4.0,0.316,3.47,True,medium,86.3,0.003398,0.005097,56.6,79.7,86.3,61.2,100,72.6,72.0,,
310,CHEMBL26474,CHEMBL26474,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,resistant,IC50,34.0,0.391,2.51,True,medium,87.8,0.001234,0.006171,49.4,85.0,87.8,61.7,100,83.2,72.0,,
311,CHEMBL550286,CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,MTOR,escape_route,IC50,9.6,0.474,2.66,True,medium,99.5,0.003018,0.004527,50.3,79.2,99.5,54.3,100,81.6,72.0,,
312,CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CDK4,sensitive,Kd,15.0,0.644,2.66,True,low,100.0,0.00706,0.001059,54.1,100.0,100.0,10.6,100,81.6,71.9,,
313,CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CDK4,sensitive,Kd,15.0,0.644,2.66,True,low,100.0,0.00706,0.001059,54.1,100.0,100.0,10.6,100,81.6,71.9,,
314,CHEMBL244378,CHEMBL244378,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,CDK4,sensitive,Ki,15.85,0.437,2.34,True,low,100.0,0.007,0.00105,53.7,100.0,100.0,10.5,100,85.1,71.9,,
315,CHEMBL4864668,CHEMBL4864668,Cc1c(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,IC50,126.0,0.748,2.59,True,low,100.0,0.00095,0.004749,38.0,96.1,100.0,47.5,100,82.3,71.7,,
316,CHEMBL4248974,CHEMBL4248974,CN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccccc21,MDM2,sensitive,EC50,18.0,0.832,2.26,True,low,100.0,0.006862,0.001029,52.6,100.0,100.0,10.3,100,86.0,71.6,,
317,CHEMBL3702096,CHEMBL3702096,OCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,IC50,4.9,0.454,2.79,True,medium,99.1,0.008275,0.001241,63.4,87.6,99.1,12.4,100,80.1,71.6,,
318,CHEMBL202837,CHEMBL202837,COc1cc(NC(=O)Cc2ccsc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,58.0,0.531,2.61,True,medium,100.0,0.001118,0.005591,44.7,82.9,100.0,55.9,100,82.1,71.6,,
319,CHEMBL426476,CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,IC50,40.0,0.53,2.57,True,low,100.0,0.002398,0.003597,40.0,96.0,100.0,43.2,100,82.6,71.6,,
320,CHEMBL189963,CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CDK6,sensitive,IC50,16.0,0.575,2.87,True,low,100.0,0.00699,0.001048,53.6,100.0,100.0,10.5,100,79.2,71.6,,
321,CHEMBL3702050,CHEMBL3702050,COCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,IC50,4.9,0.432,2.78,True,medium,98.6,0.008275,0.001241,63.4,87.6,98.6,12.4,100,80.2,71.5,,
322,CHEMBL424953,CHEMBL424953,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,7.3,0.345,3.32,True,low,81.9,0.003921,0.003921,52.3,99.3,81.9,39.2,100,74.2,71.5,,
323,CHEMBL283449,CHEMBL283449,CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,15.0,0.77,3.46,True,low,100.0,0.00706,0.001059,54.1,100.0,100.0,10.6,100,72.7,71.5,,
324,CHEMBL592445,CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,PIK3CB,escape_route,IC50,6.0,0.409,2.74,True,medium,88.2,0.003222,0.004833,53.7,79.5,88.2,58.0,100,80.7,71.4,,
325,CHEMBL4857305,CHEMBL4857305,Cn1cc(Cc2ccccc2F)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,132.0,0.754,2.64,True,low,100.0,0.00094,0.004699,37.6,95.5,100.0,47.0,100,81.8,71.3,,
326,CHEMBL122187,CHEMBL122187,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](CO)NC(C)=O,MAP2K1,sensitive,IC50,18.0,0.249,3.01,True,low,100.0,0.006862,0.001029,52.6,100.0,100.0,10.3,100,77.7,71.2,,
327,CHEMBL281945,CHEMBL281945,C[C@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2C1CCC(F)(F)F,AR,sensitive,EC50,13.0,0.684,4.08,True,low,98.7,0.007215,0.001082,55.3,100.0,98.7,10.8,100,65.8,71.2,,
328,CHEMBL3216643,CHEMBL3216643,COc1ccc(O)c(C(=O)c2ccc(C(=O)O[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,IC50,5.0,0.285,3.51,True,medium,85.7,0.003301,0.004952,55.0,79.6,85.7,59.4,100,72.1,71.1,,
329,CHEMBL586702,CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,PIK3CB,escape_route,IC50,44.0,0.636,2.64,True,low,100.0,0.002357,0.003535,39.3,95.6,100.0,42.4,100,81.8,71.1,,
330,CHEMBL3702047,CHEMBL3702047,CCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,IC50,6.4,0.492,2.74,True,medium,99.8,0.007985,0.001198,61.2,87.4,99.8,12.0,100,80.7,71.0,,
331,CHEMBL521851,CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,33.0,0.433,2.87,True,low,93.7,0.002481,0.003722,41.4,96.7,93.7,44.7,100,79.2,71.0,,
332,CHEMBL190252,CHEMBL190252,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3ccccc3)C4)cc2)CC1,AURKA,resistant,IC50,140.0,0.632,2.41,True,low,100.0,0.000927,0.004635,37.1,94.6,100.0,46.4,100,84.3,70.9,,
333,CHEMBL3698674,CHEMBL3698674,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCCCC1,CDK6,sensitive,IC50,3.1,0.433,2.65,True,medium,88.7,0.008772,0.001316,67.3,87.7,88.7,13.2,100,81.7,70.9,,
334,CHEMBL210516,CHEMBL210516,COc1cc(NC(=O)CCc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,68.0,0.494,2.38,True,medium,99.9,0.001084,0.005419,43.4,82.0,99.9,54.2,100,84.7,70.9,,
335,CHEMBL366456,CHEMBL366456,CCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,0.76,0.232,3.37,True,medium,69.6,0.005149,0.005149,68.7,79.9,69.6,51.5,100,73.7,70.9,,
336,CHEMBL3971812,CHEMBL3971812,OC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,IC50,5.9,0.441,2.93,True,medium,98.8,0.008073,0.001211,61.9,87.5,98.8,12.1,100,78.6,70.9,,
337,CHEMBL561844,CHEMBL561844,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,IC50,7.0,0.419,2.65,True,medium,88.4,0.003155,0.004732,52.6,79.4,88.4,56.8,100,81.7,70.9,,
338,CHEMBL3698642,CHEMBL3698642,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,IC50,6.6,0.525,2.85,True,medium,100.0,0.007951,0.001193,61.0,87.4,100.0,11.9,100,79.4,70.9,,
339,CHEMBL280865,CHEMBL280865,CCCC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,19.0,0.848,3.46,True,low,100.0,0.006803,0.00102,52.2,100.0,100.0,10.2,100,72.7,70.8,,
340,CHEMBL1083192,CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,38.0,0.544,2.86,True,low,95.9,0.00242,0.00363,40.3,96.2,95.9,43.6,100,79.3,70.8,,
341,CHEMBL27297,CHEMBL27297,CCC1CCNc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,sensitive,IC50,20.0,0.867,3.41,True,low,100.0,0.006747,0.001012,51.7,100.0,100.0,10.1,100,73.2,70.7,,
342,CHEMBL3702158,CHEMBL3702158,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCNC1,CDK6,sensitive,IC50,7.0,0.51,2.99,True,medium,100.0,0.007887,0.001183,60.5,87.4,100.0,11.8,100,77.9,70.7,,
343,CHEMBL215803,CHEMBL215803,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,CDK6,sensitive,IC50,12.0,0.466,5.87,True,low,99.9,0.007302,0.001095,56.0,100.0,99.9,10.9,100,45.9,70.7,,
344,CHEMBL4849033,CHEMBL4849033,Cn1cc(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,141.0,0.755,2.83,True,low,100.0,0.000925,0.004627,37.0,94.5,100.0,46.3,100,79.7,70.7,,
345,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK4,sensitive,Kd,6.4,0.61,3.41,True,medium,100.0,0.007985,0.001198,61.2,87.4,100.0,12.0,100,73.2,70.7,,
346,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK4,sensitive,Kd,6.4,0.61,3.41,True,medium,100.0,0.007985,0.001198,61.2,87.4,100.0,12.0,100,73.2,70.7,,
347,CHEMBL381447,CHEMBL381447,CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,IC50,14.0,0.566,2.83,True,medium,100.0,0.002854,0.004281,47.6,78.9,100.0,51.4,100,79.7,70.7,,
348,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK4,sensitive,Kd,6.4,0.61,3.41,True,medium,100.0,0.007985,0.001198,61.2,87.4,100.0,12.0,100,73.2,70.7,,
349,CHEMBL3698659,CHEMBL3698659,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CC4CCC3C4)c2cn1,CDK6,sensitive,IC50,5.1,0.498,4.55,True,medium,100.0,0.008231,0.001235,63.1,87.6,100.0,12.3,100,60.6,70.7,,
350,CHEMBL332838,CHEMBL332838,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)CNC(C)=O,MAP2K1,sensitive,IC50,26.0,0.329,2.48,True,low,100.0,0.006463,0.000969,49.5,100.0,100.0,9.7,100,83.6,70.5,,
351,CHEMBL3641995,CHEMBL3641995,C[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,IC50,5.7,0.36,3.41,True,medium,97.2,0.00811,0.001217,62.2,87.5,97.2,12.2,100,73.2,70.5,,
352,CHEMBL153015,CHEMBL153015,CCCCCCCC(F)(F)C(=O)C(F)(F)F,FOLH1,other,IC50,32.36,0.488,2.63,True,low,100.0,0.003112,0.003112,41.5,96.8,100.0,31.1,100,81.9,70.4,,
353,CHEMBL200431,CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,Kd,53.0,0.224,2.27,True,low,99.5,0.002276,0.003414,37.9,94.7,99.5,41.0,100,85.9,70.4,,
354,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,IC50,40.0,0.676,4.66,True,low,100.0,0.002398,0.003597,40.0,96.0,100.0,43.2,100,59.3,70.4,,
355,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,IC50,40.0,0.676,4.66,True,low,100.0,0.002398,0.003597,40.0,96.0,100.0,43.2,100,59.3,70.4,,
356,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,IC50,40.0,0.676,4.66,True,low,100.0,0.002398,0.003597,40.0,96.0,100.0,43.2,100,59.3,70.4,,
357,CHEMBL3702123,CHEMBL3702123,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,CDK6,sensitive,IC50,8.0,0.5,2.79,True,medium,100.0,0.007742,0.001161,59.4,87.3,100.0,11.6,100,80.1,70.4,,
358,CHEMBL366534,CHEMBL366534,CCCCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,0.85,0.194,3.41,True,medium,68.9,0.005088,0.005088,67.8,79.9,68.9,50.9,100,73.2,70.4,,
359,CHEMBL118433,CHEMBL118433,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,MAP2K1,sensitive,IC50,27.0,0.376,2.44,True,low,100.0,0.006422,0.000963,49.2,100.0,100.0,9.6,100,84.0,70.4,,
360,CHEMBL212049,CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,CDK4,sensitive,IC50,26.0,0.701,2.73,True,low,100.0,0.006463,0.000969,49.5,100.0,100.0,9.7,100,80.8,70.4,,
361,CHEMBL210540,CHEMBL210540,Cc1cc(-c2cnc(Nc3cnc(CN4CCN(C)CC4)cn3)s2)nc(OC2CCCCC2)n1,CDK6,sensitive,IC50,7.8,0.54,2.95,True,medium,100.0,0.00777,0.001165,59.6,87.3,100.0,11.6,100,78.3,70.4,,
362,CHEMBL220054,CHEMBL220054,O=C(NC(CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,6.0,0.328,3.12,True,medium,96.6,0.008055,0.001208,61.8,87.5,96.6,12.1,100,76.4,70.3,,
363,CHEMBL206143,CHEMBL206143,COc1ccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)cc1,CHEK1,resistant,IC50,72.0,0.438,2.44,True,medium,98.8,0.001071,0.005357,42.9,81.7,98.8,53.6,100,84.0,70.3,,
364,CHEMBL243298,CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,CDK4,sensitive,Ki,31.62,0.662,2.04,True,low,100.0,0.00625,0.000938,47.9,100.0,100.0,9.4,100,88.4,70.2,,
