gene,patient
NHLRC1,0.5
SNX19,0.5
ZNF33B,0.5
BACE2,0.5
NIBAN2,0.5
BACE1,0.5
CRTC1,0.5
VASN,0.5
NEXN,0.5
FCAMR,0.5
NECTIN1,0.5
SOD3,0.5
SOD1,0.5
NEDD4,0.5
CRNKL1,0.5
NEDD9,0.5
BBS10,0.5
NEGR1,0.5
NEIL1,0.5
NEK11,0.5
CROT,0.5
NEK9,0.5
TRIB2,0.5
FBXW10,0.5
NEMP2,0.5
CRPPA,0.5
TRIB3,0.5
SOAT2,0.5
NETO1,0.5
NEU1,0.5
SNX8,0.5
BARX1,0.5
NEURL1B,0.5
NEUROD1,0.5
SNX7,0.5
SNX5,0.5
BABAM1,0.5
NIF3L1,0.5
NONO,0.5
SNX15,0.5
B3GALT6,0.5
ZNF354B,0.5
ZNF358,0.5
ZNF362,0.5
ZNF365,0.5
NLRP8,0.5
FBRSL1,0.5
ZNF367,0.5
FBP2,0.5
SNRK,0.5
NMI,0.5
NMNAT1,0.5
ZNF382,0.5
NMRAL1,0.5
NMRK2,0.5
NMT2,0.5
NMU,0.5
SNED1,0.5
CRYGC,0.5
FBLN1,0.5
NODAL,0.5
SNCB,0.5
CRYL1,0.5
TRIM36,0.5
TRIM37,0.5
NOL9,0.5
FAXC,0.5
CRYBB2,0.5
ZNF350,0.5
FBXL15,0.5
SNTB1,0.5
NIPAL2,0.5
CRY1,0.5
TRIM28,0.5
SNX10,0.5
TRIM29,0.5
FBXL3,0.5
NKAIN4,0.5
B3GNT8,0.5
B3GNT7,0.5
NKG7,0.5
NKIRAS2,0.5
NKPD1,0.5
NKX2-1,0.5
FBXL16,0.5
NKX2-8,0.5
NKX3-1,0.5
NKX3-2,0.5
SNRPB,0.5
SNRNP70,0.5
B3GNT4,0.5
NLGN2,0.5
SNRNP48,0.5
SNRNP40,0.5
B3GNT3,0.5
NLRC4,0.5
B3GNT2,0.5
BBS2,0.5
FCHSD2,0.5
BBS5,0.5
SORBS1,0.5
FGF3,0.5
FGF23,0.5
FGF22,0.5
BICDL1,0.5
BICD1,0.5
MZF1,0.5
N4BP1,0.5
BICC1,0.5
FGF21,0.5
TRAPPC11,0.5
BHMT2,0.5
BHMT,0.5
TRAPPC12,0.5
BHLHE40,0.5
FGF18,0.5
BHLHE22,0.5
NAALADL2,0.5
SPARCL1,0.5
NAGA,0.5
VDR,0.5
NAGS,0.5
NAIF1,0.5
TRAPPC8,0.5
BEST1,0.5
SPAG1,0.5
BEND7,0.5
NAP1L1,0.5
FGF6,0.5
MYOZ2,0.5
MYOZ1,0.5
MYO1E,0.5
MYLIP,0.5
MYLK2,0.5
FH,0.5
MYLK4,0.5
MYNN,0.5
BMPR2,0.5
FGL2,0.5
ZNF239,0.5
ZNF24,0.5
ZNF251,0.5
BMP10,0.5
FGGY,0.5
MYO1G,0.5
MYOT,0.5
MYO3B,0.5
BMF,0.5
FGFR2,0.5
TRAK1,0.5
CREB3L4,0.5
BLM,0.5
MYOC,0.5
BIRC8,0.5
MYOG,0.5
BIRC7,0.5
CREBZF,0.5
TRAPPC10,0.5
FGD3,0.5
FGD2,0.5
SP3,0.5
FEM1A,0.5
SOX30,0.5
NCLN,0.5
NCOA1,0.5
ZNF317,0.5
NCOA3,0.5
SOX21,0.5
SOX2,0.5
BCHE,0.5
NCR1,0.5
CRIP2,0.5
NCSTN,0.5
ZNF319,0.5
ZNF32,0.5
ZNF304,0.5
BCAS3,0.5
SOX10,0.5
VAX1,0.5
NDRG4,0.5
FDCSP,0.5
CRISPLD1,0.5
SOWAHB,0.5
CRK,0.5
BCAP29,0.5
FCRL4,0.5
FCN2,0.5
FCN1,0.5
SOX4,0.5
NCEH1,0.5
NAPRT,0.5
ZNF287,0.5
SP2,0.5
VCPIP1,0.5
NASP,0.5
SP100,0.5
NAT10,0.5
NAT16,0.5
NAT8L,0.5
CRHR1,0.5
BEGAIN,0.5
BECN1,0.5
ZNF284,0.5
NAXE,0.5
BCS1L,0.5
BCL2L13,0.5
BCR,0.5
SOX9,0.5
VCL,0.5
BCO1,0.5
NBPF20,0.5
FEZF1,0.5
FEZ2,0.5
ZNF296,0.5
NCAM2,0.5
NCAPD2,0.5
ZNF30,0.5
NCBP1,0.5
NOMO2,0.5
NOP14,0.5
OR2G3,0.5
SLCO1A2,0.5
FAM184A,0.5
ZNF460,0.5
ATCAY,0.5
ODF4,0.5
CST1,0.5
SLFN13,0.5
SLFN12L,0.5
ATAD3A,0.5
CST5,0.5
ASRGL1,0.5
OGN,0.5
OGT,0.5
OIP5,0.5
SLF1,0.5
OLAH,0.5
OLFM2,0.5
TRIP13,0.5
TRIP4,0.5
TRIR,0.5
FAM163A,0.5
FAM161B,0.5
FAM161A,0.5
FAM151B,0.5
ASPH,0.5
ASPDH,0.5
SLCO1C1,0.5
SLCO1B7,0.5
OBSL1,0.5
ATF5,0.5
UTP18,0.5
CSNK2A2,0.5
ATG9B,0.5
NUP37,0.5
NUP50,0.5
NUP62,0.5
SLTM,0.5
NUP85,0.5
FAM217A,0.5
FAM210B,0.5
NUS1,0.5
ZNF444,0.5
ATG4C,0.5
TRIM68,0.5
ATG3,0.5
PCDHGB7,0.5
NWD2,0.5
NXF1,0.5
NXN,0.5
CSPP1,0.5
ATG16L1,0.5
ATG13,0.5
FAM200B,0.5
NXPH2,0.5
ATG10,0.5
ATF6B,0.5
OARD1,0.5
FAM187B,0.5
OPN4,0.5
SLC9D1,0.5
NOP16,0.5
OPRL1,0.5
OR13D1,0.5
TRMU,0.5
OR14C36,0.5
SLC7A13,0.5
ZNF487,0.5
OR14K1,0.5
OR1A1,0.5
OR1B1,0.5
OR1F1,0.5
SLC7A1,0.5
OR1L4,0.5
SLC71A2,0.5
SLC71A1,0.5
SLC6A9,0.5
OR1S1,0.5
SLC6A6,0.5
ASCC2,0.5
OR2A14,0.5
ASB8,0.5
OR2AE1,0.5
ASB6,0.5
OR2AK2,0.5
TROAP,0.5
FADS6,0.5
FADS3,0.5
CTC1,0.5
SLC6A12,0.5
TRMT61A,0.5
ASCL2,0.5
OR13C3,0.5
ASIP,0.5
TRMT10C,0.5
FAM13C,0.5
OPTC,0.5
OR10A5,0.5
SLC9B1,0.5
TRMT11,0.5
FAM133A,0.5
TRMT1L,0.5
OR10G7,0.5
OR10G8,0.5
OR10G9,0.5
FAM131B,0.5
OR10H5,0.5
OR12D2,0.5
ASIC3,0.5
ASIC2,0.5
USP6NL,0.5
USP6,0.5
ZNF486,0.5
OR10R2,0.5
SLC7A6OS,0.5
ASGR2,0.5
ASCL4,0.5
FAM118A,0.5
OR11A1,0.5
FAM117A,0.5
ZNF442,0.5
ATL1,0.5
ATMIN,0.5
ZNF441,0.5
SMYD1,0.5
FANCG,0.5
FANCF,0.5
NPM2,0.5
SMTNL2,0.5
ATP8A2,0.5
ATP8A1,0.5
NPR3,0.5
SMTNL1,0.5
NPS,0.5
ZNF404,0.5
FANCE,0.5
NPTX2,0.5
NPVF,0.5
NPY1R,0.5
NPY2R,0.5
CSF2RA,0.5
NR0B1,0.5
NR1H2,0.5
ATP6V1F,0.5
NR2E1,0.5
NR2F1,0.5
ATP6V1D,0.5
SMO,0.5
SMIM8,0.5
SMIM2,0.5
NR4A3,0.5
UVSSA,0.5
CSF1R,0.5
ZNF398,0.5
CSDC2,0.5
AVEN,0.5
NOP58,0.5
ZNF385B,0.5
TRIM39,0.5
AUP1,0.5
VAMP2,0.5
NOSTRIN,0.5
ZNF385D,0.5
NOTCH2NLA,0.5
ATXN7L1,0.5
NOTUM,0.5
VAC14,0.5
NOX1,0.5
ZNF396,0.5
FASTKD5,0.5
NOX5,0.5
SNAP47,0.5
FASTKD2,0.5
NPAS2,0.5
ATRX,0.5
FASTK,0.5
FARSA,0.5
NPEPL1,0.5
SNAI2,0.5
NPFFR1,0.5
SNAI1,0.5
NR5A1,0.5
FANCB,0.5
UVRAG,0.5
NUB1,0.5
NTMT1,0.5
NTN1,0.5
NTN3,0.5
SMARCD2,0.5
NTN5,0.5
FAM50A,0.5
NTPCR,0.5
UTP4,0.5
SMARCC2,0.5
FAM47C,0.5
CSNK1D,0.5
FAM43B,0.5
TRIM6,0.5
ZNF44,0.5
SMARCA5,0.5
FAM234A,0.5
CSNK1G3,0.5
NUDT12,0.5
NUDT13,0.5
NUDT16,0.5
SMAP1,0.5
NUDT6,0.5
FAM222A,0.5
SMAD4,0.5
NUFIP2,0.5
ATOH8,0.5
TRIM51,0.5
NTAN1,0.5
ATP6V1C1,0.5
ZNF43,0.5
NRCAM,0.5
ATP6V1B2,0.5
FAM91A1,0.5
SMG7,0.5
ZNF418,0.5
NRIP2,0.5
SMG6,0.5
SMG5,0.5
ZNF420,0.5
ZNF425,0.5
SMDT1,0.5
ATP5F1B,0.5
TRIM50,0.5
ZNF439,0.5
ZNF430,0.5
NSD3,0.5
SMCP,0.5
NSMAF,0.5
ZNF431,0.5
FAM83C,0.5
NSUN6,0.5
CSNK1A1,0.5
FAM83A,0.5
FAM78B,0.5
NT5C2,0.5
FAM78A,0.5
OAS3,0.5
ENPP7,0.5
PCDHGC3,0.5
RAB6B,0.5
RAB21,0.5
SEC61A2,0.5
SEC61A1,0.5
ADAMTS6,0.5
SEC24D,0.5
RAB32,0.5
SEC24C,0.5
DDR1,0.5
UBALD1,0.5
UBAP1,0.5
DPT,0.5
SEC23B,0.5
RAB44,0.5
RAB9B,0.5
SEC63,0.5
UBAP1L,0.5
RABEP1,0.5
ADAMTS15,0.5
ADAMDEC1,0.5
RABL3,0.5
RABL6,0.5
SEC14L3,0.5
DPM1,0.5
DPH7,0.5
DPH5,0.5
RAD51AP2,0.5
DPH2,0.5
DDX21,0.5
ADAMTSL3,0.5
SECISBP2,0.5
DPF2,0.5
SELENOI,0.5
ADCYAP1R1,0.5
DDIAS,0.5
SEM1,0.5
DDN,0.5
DRC7,0.5
PYCR2,0.5
UBA1,0.5
DRC2,0.5
ADCY10,0.5
PYM1,0.5
DRC1,0.5
SELENOO,0.5
UBA5,0.5
ADCK5,0.5
DPYS,0.5
DRAM1,0.5
ADCK1,0.5
DDO,0.5
SELE,0.5
ZNF853,0.5
QTRT1,0.5
QTRT2,0.5
DPYSL5,0.5
DPYSL4,0.5
SEH1L,0.5
DPYSL3,0.5
DPYSL2,0.5
ADAMTSL5,0.5
RAD54L,0.5
RAD9A,0.5
DRGX,0.5
SCYL1,0.5
DDX3X,0.5
DOCK5,0.5
RASAL3,0.5
RASEF,0.5
DDX51,0.5
ACTR3B,0.5
ACTR3,0.5
RASGRF2,0.5
ACTR1B,0.5
SCYL2,0.5
RASL10B,0.5
RASL11B,0.5
RASL12,0.5
ACTMAP,0.5
RARRES2,0.5
RASSF4,0.5
DOC2A,0.5
SCUBE1,0.5
RAVER2,0.5
ZNHIT2,0.5
ACTL7B,0.5
SCRT1,0.5
RBBP5,0.5
RBBP6,0.5
RBCK1,0.5
ZNHIT3,0.5
RBFOX2,0.5
RBL1,0.5
RASA2,0.5
SDCCAG8,0.5
ZNF879,0.5
DOK5,0.5
DPF1,0.5
DPEP3,0.5
RAG2,0.5
DPEP2,0.5
DPEP1,0.5
DPAGT1,0.5
ZNF90,0.5
SDR16C5,0.5
ADAM12,0.5
RALYL,0.5
RAMP2,0.5
RANBP3,0.5
ACYP1,0.5
DOK4,0.5
RARG,0.5
RAP1GAP2,0.5
RAP1GDS1,0.5
DDX31,0.5
RAPGEF2,0.5
RAPGEF3,0.5
ACTRT2,0.5
RAPGEF5,0.5
ACTRT1,0.5
SDF4,0.5
SDF2,0.5
RAPSN,0.5
DOK1,0.5
SDE2,0.5
PVRIG,0.5
PUS7L,0.5
DDX53,0.5
PSMD2,0.5
SERPINE3,0.5
SERPINE2,0.5
PSG6,0.5
SERPINB7,0.5
DCN,0.5
PSMA2,0.5
SERPINB3,0.5
DUT,0.5
DUSP9,0.5
DUSP8,0.5
PSMC6,0.5
DUSP7,0.5
SERPINA10,0.5
SERPINA1,0.5
PSD4,0.5
DUSP28,0.5
PSMD6,0.5
SERINC3,0.5
PSME2,0.5
DUSP23,0.5
SERGEF,0.5
PSORS1C2,0.5
PSPC1,0.5
TXNRD1,0.5
TXNRD2,0.5
ADSS1,0.5
PSTPIP1,0.5
SEPTIN5,0.5
PSG1,0.5
TXNDC12,0.5
SEPTIN4,0.5
PRSS35,0.5
PRR25,0.5
ZNF787,0.5
PRR5L,0.5
DYNC1LI1,0.5
AGBL1,0.5
SETD4,0.5
PRRG3,0.5
SETD3,0.5
DYNC1I2,0.5
AGAP3,0.5
DYNC1I1,0.5
AFTPH,0.5
PRSS16,0.5
PRSS36,0.5
PRXL2B,0.5
PRSS38,0.5
PRSS45P,0.5
PRSS50,0.5
PRSS53,0.5
SESN3,0.5
PRSS56,0.5
SESN1,0.5
PRSS8,0.5
PRTG,0.5
PRTN3,0.5
AFG3L2,0.5
ZNF793,0.5
SERTAD4,0.5
PTBP1,0.5
DUSP10,0.5
DDHD2,0.5
ADGRG1,0.5
ADNP2,0.5
PTPN4,0.5
ADIPOR1,0.5
PTPRA,0.5
ADHFE1,0.5
ZNF830,0.5
ADH1B,0.5
ZNF837,0.5
ADGRG5,0.5
DSN1,0.5
ADGRG3,0.5
DCTN4,0.5
PTPRN2,0.5
DSG3,0.5
ADORA1,0.5
ADGRF1,0.5
ADGRE5,0.5
DDAH2,0.5
TYW2,0.5
SEMA4F,0.5
SEMA4D,0.5
DDB2,0.5
SEMA4C,0.5
DDHD1,0.5
SEMA4B,0.5
SEMA4A,0.5
PURG,0.5
PUS1,0.5
DTNA,0.5
DTNBP1,0.5
ADSL,0.5
PTGIS,0.5
ADRM1,0.5
ADRB2,0.5
ADRB1,0.5
PTCHD4,0.5
PTDSS1,0.5
PTER,0.5
PTGDR2,0.5
SEPTIN1,0.5
DCSTAMP,0.5
SEPSECS,0.5
SENP7,0.5
PTGER4,0.5
DUOXA2,0.5
SENP6,0.5
PTPN11,0.5
PTGS1,0.5
DUOX2,0.5
DUOX1,0.5
ZNF81,0.5
DTX3L,0.5
DTX3,0.5
DCT,0.5
PTN,0.5
SEMG2,0.5
SEMG1,0.5
SEMA7A,0.5
SEMA6D,0.5
SEMA6C,0.5
ACTL6A,0.5
RBM14,0.5
DYNC2LI1,0.5
DGKA,0.5
RNF31,0.5
RNF34,0.5
RNF38,0.5
SAE1,0.5
ABHD12,0.5
ABHD11,0.5
RNF6,0.5
RNF7,0.5
DLGAP5,0.5
RNGTT,0.5
ABHD10,0.5
RNPEP,0.5
DGCR8,0.5
DLG4,0.5
RNF216,0.5
DLG2,0.5
ABCF1,0.5
ABCE1,0.5
DLEU2L,0.5
DGKD,0.5
DGKE,0.5
DLAT,0.5
RORC,0.5
UCMA,0.5
ABCC3,0.5
ZW10,0.5
S1PR2,0.5
S1PR1,0.5
UBXN2A,0.5
ABHD16B,0.5
ABCC10,0.5
RNF14,0.5
RNASE9,0.5
DMP1,0.5
SAMD7,0.5
RND3,0.5
RNF10,0.5
RNF103,0.5
DMC1,0.5
RNF113A,0.5
SAMD5,0.5
DMBX1,0.5
RNF133,0.5
SAMD15,0.5
ABI2,0.5
SAMD14,0.5
SAG,0.5
RNF145,0.5
DLX5,0.5
DLX3,0.5
RNF167,0.5
SAMD1,0.5
ZSWIM1,0.5
RNF175,0.5
RNF180,0.5
DFFB,0.5
ABHD17B,0.5
RNF19B,0.5
RNF20,0.5
RNF207,0.5
UCN,0.5
ABCB9,0.5
RNASE3,0.5
DHRS7B,0.5
RRM1,0.5
UGT1A1,0.5
DHRS4,0.5
AANAT,0.5
RRP12,0.5
DIAPH2,0.5
RRP8,0.5
RRP9,0.5
UGP2,0.5
AACS,0.5
RSAD2,0.5
RSBN1,0.5
RSBN1L,0.5
RSL1D1,0.5
DIO2,0.5
RTP2,0.5
RSPH1,0.5
RSPH14,0.5
DHX58,0.5
ZYX,0.5
RSPO1,0.5
RSPO3,0.5
RSRC1,0.5
RSRC2,0.5
UFSP1,0.5
DHX16,0.5
RTKN,0.5
RTKN2,0.5
AARS1,0.5
RPUSD1,0.5
RPGRIP1,0.5
RPL7L1,0.5
ABCB8,0.5
UCP3,0.5
RPL13A,0.5
DIXDC1,0.5
UGT1A7,0.5
DHCR24,0.5
RPL24,0.5
RPL28,0.5
RYBP,0.5
RPL3,0.5
RXRG,0.5
ABCA9,0.5
RPL7A,0.5
RPLP0,0.5
AASDH,0.5
RPP30,0.5
DIS3L,0.5
RPS12,0.5
DIRAS2,0.5
RUNX2,0.5
DHDDS,0.5
DIPK1B,0.5
RPS6KA2,0.5
UGT1A4,0.5
AATF,0.5
UGT1A10,0.5
RPS6KC1,0.5
DHRS2,0.5
DERL1,0.5
SAMSN1,0.5
RBM15,0.5
REG1B,0.5
RCOR2,0.5
ACSF3,0.5
RDH10,0.5
RDH16,0.5
DDX60L,0.5
RDX,0.5
REC114,0.5
DNAJC16,0.5
UBE3C,0.5
ACRBP,0.5
ACR,0.5
REEP3,0.5
ACP6,0.5
RELA,0.5
RCN1,0.5
RELB,0.5
DNAJC11,0.5
RELL1,0.5
RELT,0.5
ACOX3,0.5
RETREG1,0.5
SCG3,0.5
RETSAT,0.5
ACOT7,0.5
DNAJB5,0.5
DNAJB2,0.5
ACOT2,0.5
SCG2,0.5
RCN3,0.5
RCL1,0.5
RFNG,0.5
UBE2O,0.5
RBM15B,0.5
ACTL10,0.5
RBM22,0.5
DNM2,0.5
DDX59,0.5
UBE2NL,0.5
DNASE1L3,0.5
DNASE1L2,0.5
RBM44,0.5
ACTA1,0.5
ACSS3,0.5
RBM4B,0.5
DNASE1,0.5
RBMS2,0.5
ZPBP2,0.5
ACSS2,0.5
UBE2S,0.5
ZNRF4,0.5
ACSM5,0.5
DNAJC7,0.5
ZP1,0.5
ZP2,0.5
RBSN,0.5
ZPBP,0.5
RCAN2,0.5
RCBTB2,0.5
RCC1,0.5
DNAJC4,0.5
SCFD1,0.5
RFPL1,0.5
RNASE11,0.5
DENND6A,0.5
RHOBTB3,0.5
DENND3,0.5
ACADM,0.5
RHOU,0.5
UBQLN1,0.5
DENND4A,0.5
DNAAF3,0.5
RIMBP3,0.5
SATB1,0.5
DNAAF1,0.5
ACACA,0.5
RIMS4,0.5
ZSCAN30,0.5
SASH1,0.5
RHOBTB1,0.5
DENND6B,0.5
SART1,0.5
SARS2,0.5
RIPK3,0.5
ABRAXAS1,0.5
RIT1,0.5
RIT2,0.5
DEPDC4,0.5
ABLIM3,0.5
RMC1,0.5
RMI2,0.5
UGT2A3,0.5
RMND5B,0.5
RHOBTB2,0.5
DENND2C,0.5
ZRSR2P1,0.5
SCAND3,0.5
RFT1,0.5
RFTN2,0.5
DEFB115,0.5
ACO1,0.5
DNAI7,0.5
ACKR5,0.5
SCARB1,0.5
DNAI1,0.5
ZSCAN1,0.5
SCARA3,0.5
RGMA,0.5
ACKR3,0.5
SCAP,0.5
RGPD4,0.5
ACADS,0.5
RGS14,0.5
SCAMP1,0.5
RGS21,0.5
RGS22,0.5
ZSCAN2,0.5
DEK,0.5
ACCS,0.5
ACBD6,0.5
DENND1A,0.5
DENND1B,0.5
ACAP2,0.5
DENND2A,0.5
ACADSB,0.5
PRR23E,0.5
PRR23A,0.5
ZNF600,0.5
EMC2,0.5
CYP3A43,0.5
EMID1,0.5
EME2,0.5
ANKRD31,0.5
PIGX,0.5
PIH1D1,0.5
EMD,0.5
EMCN,0.5
EMC7,0.5
ANKRD2,0.5
PIK3IP1,0.5
USH1G,0.5
ANKRD13D,0.5
EMC1,0.5
USO1,0.5
PILRA,0.5
PINLYP,0.5
ELP4,0.5
PIP4K2B,0.5
SLAMF8,0.5
PIP4P2,0.5
ELP3,0.5
PIP5K1B,0.5
SLAMF7,0.5
PIP5KL1,0.5
PIPOX,0.5
PITPNA,0.5
TTC23L,0.5
ANKRD37,0.5
SLC12A8,0.5
PITPNM3,0.5
ANKS6,0.5
PHF24,0.5
ENDOU,0.5
PHGR1,0.5
ANP32A,0.5
USP13,0.5
ANO7,0.5
SLC16A12,0.5
PHLDB3,0.5
ZNF641,0.5
ENAH,0.5
ANKUB1,0.5
EN2,0.5
PHOX2B,0.5
SLC15A5,0.5
EML2,0.5
PHYHD1,0.5
TTC12,0.5
EMX1,0.5
ANKRD6,0.5
PI16,0.5
ZNF652,0.5
CYP2R1,0.5
PIAS4,0.5
SLC12A9,0.5
CYP2U1,0.5
PID1,0.5
ZNF660,0.5
CYP2W1,0.5
ANKRD13B,0.5
PITRM1,0.5
ANP32E,0.5
PLCD1,0.5
PLAAT4,0.5
ANGPTL7,0.5
SKIC2,0.5
PLAG1,0.5
PLAGL2,0.5
ELF5,0.5
ZNF680,0.5
SKA1,0.5
PLBD2,0.5
ANGPTL3,0.5
ANGPTL2,0.5
PLCB3,0.5
ZNF681,0.5
USB1,0.5
PLAA,0.5
SIX6,0.5
ZNF682,0.5
ANAPC7,0.5
ANAPC5,0.5
ELF1,0.5
SIX5,0.5
PLCXD2,0.5
PLD3,0.5
ELAVL3,0.5
ELAVL2,0.5
SIX4,0.5
ZNF696,0.5
SIX1,0.5
PLAAT1,0.5
CYP8B1,0.5
PITX1,0.5
CYP4F3,0.5
PITX2,0.5
ELOVL2,0.5
ELOVL1,0.5
ZNF672,0.5
TTC24,0.5
CYP4F11,0.5
CYP4F2,0.5
SLAIN1,0.5
ELMOD1,0.5
ANKHD1-EIF4EBP3,0.5
PKLR,0.5
ANKFN1,0.5
PKN2,0.5
PKNOX2,0.5
PLA2G7,0.5
PKP2,0.5
USE1,0.5
PKP4,0.5
ELL2,0.5
PLA2G1B,0.5
PLA2G2F,0.5
PLA2G3,0.5
ELK4,0.5
ELK3,0.5
ANHX,0.5
PLA2G4E,0.5
ELFN2,0.5
PLA2G6,0.5
PHF23,0.5
PHF20L1,0.5
AMOTL1,0.5
CYP21A2,0.5
TSPAN5,0.5
AP5B1,0.5
EPG5,0.5
TSPAN8,0.5
PDE5A,0.5
PDE6C,0.5
SLC23A2,0.5
PDE6H,0.5
PDE7B,0.5
SLC23A1,0.5
SLC22A8,0.5
SLC22A7,0.5
AP2M1,0.5
CYP24A1,0.5
PDE3B,0.5
PDHB,0.5
PDHX,0.5
PDIA4,0.5
PDIA6,0.5
PDILT,0.5
SLC22A4,0.5
SLC22A3,0.5
PDK4,0.5
CYP26A1,0.5
SLC22A24,0.5
PDLIM7,0.5
SLC22A23,0.5
PDPR,0.5
PDE4A,0.5
ZNF613,0.5
PDXK,0.5
PCSK2,0.5
TSPAN17,0.5
PCF11,0.5
TSPAN2,0.5
PCGF5,0.5
APLF,0.5
APIP,0.5
PCM1,0.5
PCMTD1,0.5
APEX1,0.5
APEH,0.5
APBB3,0.5
PCOLCE,0.5
PCP4L1,0.5
APBA2,0.5
SLC23A3,0.5
PCSK6,0.5
PCSK9,0.5
PDAP1,0.5
USP20,0.5
SLC25A1,0.5
SLC24A4,0.5
PDCD7,0.5
USP17L2,0.5
EPHA4,0.5
SLC24A1,0.5
CYP1A1,0.5
PDE1A,0.5
PDE1C,0.5
ZNF618,0.5
USP15,0.5
ANTKMT,0.5
ZNF624,0.5
SLC19A1,0.5
ENTPD2,0.5
PGAP1,0.5
PGAP4,0.5
ANXA4,0.5
TSPYL6,0.5
ENPP6,0.5
PGGHG,0.5
PGK2,0.5
PGLS,0.5
PGLYRP3,0.5
PGM1,0.5
PGM2,0.5
PGM5,0.5
ENTPD3,0.5
PGP,0.5
ZNF626,0.5
CYP2A7,0.5
CYP2B6,0.5
TSR1,0.5
ANXA11,0.5
SLC17A1,0.5
PHC1,0.5
USP14,0.5
SLC16A8,0.5
TSSK6,0.5
SLC16A3,0.5
ANTXR2,0.5
PFKM,0.5
PFKFB1,0.5
CYP27A1,0.5
CYP27B1,0.5
SLC22A14,0.5
EOMES,0.5
AP1M2,0.5
PEAK3,0.5
TSPO,0.5
SLC22A11,0.5
ENTREP3,0.5
AP1G1,0.5
PELI1,0.5
PELI2,0.5
SLC20A1,0.5
PELP1,0.5
AP1B1,0.5
ZNF619,0.5
PFDN5,0.5
ZNF620,0.5
TSPY1,0.5
CYP2A6,0.5
ENTPD7,0.5
SLC1A5,0.5
PEX12,0.5
PEX13,0.5
TSPYL2,0.5
PEX2,0.5
PEX6,0.5
ENTPD4,0.5
SLC1A2,0.5
ANXA6,0.5
PLEKHA4,0.5
PLEKHB1,0.5
TXLNA,0.5
PRAMEF1,0.5
EEF1A2,0.5
ZNF766,0.5
AKR1B15,0.5
PPP2R5A,0.5
EEA1,0.5
PPP2R5E,0.5
PPP4R1L,0.5
PPP4R3A,0.5
PPP5D1P,0.5
AKAP8L,0.5
PPTC7,0.5
SH2B3,0.5
TUBD1,0.5
PRAMEF11,0.5
SH3BP5,0.5
PRAMEF4,0.5
SGTA,0.5
EDC3,0.5
AKAP11,0.5
PRC1,0.5
SGPL1,0.5
TUBG2,0.5
EDA2R,0.5
TUBGCP4,0.5
DCAF11,0.5
AK2,0.5
AJUBA,0.5
PRDX1,0.5
AKR1C2,0.5
TUBB,0.5
SGIP1,0.5
PPOX,0.5
SHC4,0.5
ZNF75A,0.5
SHB,0.5
EFCAB8,0.5
PPIH,0.5
PPIL2,0.5
SHARPIN,0.5
ALCAM,0.5
DBN1,0.5
UPK1B,0.5
ALAS1,0.5
ALAD,0.5
AKT2,0.5
EFCAB13,0.5
EEF1G,0.5
PPP1R12B,0.5
AKT1S1,0.5
EFCAB12,0.5
EEPD1,0.5
PPP1R16B,0.5
ZNF76,0.5
ZNF763,0.5
SH3RF1,0.5
ZNF764,0.5
AKR1C4,0.5
SH3GLB1,0.5
PPP1R3G,0.5
PPP1R9A,0.5
PRDX6,0.5
TUFT1,0.5
PPFIBP1,0.5
PRP4K,0.5
PRMT6,0.5
PRMT7,0.5
E2F3,0.5
AGXT,0.5
PRODH,0.5
PRODH2,0.5
SF3B4,0.5
DZIP3,0.5
PRORP,0.5
SF3B3,0.5
PROX1,0.5
ZNF782,0.5
AGPS,0.5
PRPF18,0.5
SFMBT1,0.5
PRPF3,0.5
DYTN,0.5
AGPAT4,0.5
AGPAT3,0.5
PRPF4,0.5
AGPAT1,0.5
AGO3,0.5
DYRK3,0.5
PRPS1L1,0.5
PRPS2,0.5
DYRK2,0.5
AGMO,0.5
PRR14,0.5
PRMT5,0.5
SFPQ,0.5
AJAP1,0.5
EBF4,0.5
PRG2,0.5
DCAF15,0.5
ECE1,0.5
ZNF773,0.5
ECD,0.5
PRICKLE4,0.5
ZNF774,0.5
PRIMPOL,0.5
PRKAA2,0.5
UPB1,0.5
SGCA,0.5
DCAF4L1,0.5
TUSC1,0.5
SFTPD,0.5
DCAF8,0.5
PRKAR2B,0.5
PRKCA,0.5
PRKCD,0.5
AICDA,0.5
AHSG,0.5
PRKCI,0.5
EBF2,0.5
AHRR,0.5
PRKD2,0.5
PRKD3,0.5
AHR,0.5
TUT4,0.5
EAF1,0.5
DBF4,0.5
ALDH1A2,0.5
PLEKHD1,0.5
SIGMAR1,0.5
ALS2CL,0.5
EIF3B,0.5
DAB1,0.5
ALPK2,0.5
TTK,0.5
TTLL1,0.5
ALPI,0.5
EIF2B3,0.5
ALOXE3,0.5
ALOX5AP,0.5
PMP22,0.5
ALOX5,0.5
ALOX15B,0.5
PNLDC1,0.5
PLSCR2,0.5
SIGLEC7,0.5
EIF2AK1,0.5
PNMA8A,0.5
PNMA8B,0.5
SIGLEC6,0.5
PNN,0.5
PNO1,0.5
SIGLEC5,0.5
PNPLA3,0.5
SIGLEC15,0.5
ZNF709,0.5
EIF1AD,0.5
PNPLA8,0.5
EIF3E,0.5
ALX4,0.5
EI24,0.5
EIF4A3,0.5
ZNF699,0.5
URM1,0.5
PLEKHG4,0.5
ZNF700,0.5
PLEKHG6,0.5
AMMECR1L,0.5
