modifier,target,score,modifier_function,effect
EP300,USF2,890,Histone acetyltransferase,gene activation
EP300,DDX5,917,Histone acetyltransferase,gene activation
EP300,KAT2A,994,Histone acetyltransferase,gene activation
EP300,HDAC5,821,Histone acetyltransferase,gene activation
EP300,NFKB1,998,Histone acetyltransferase,gene activation
EP300,SPI1,946,Histone acetyltransferase,gene activation
EP300,CCND1,974,Histone acetyltransferase,gene activation
EP300,MAPK14,741,Histone acetyltransferase,gene activation
EP300,TBP,946,Histone acetyltransferase,gene activation
EP300,SKP1,732,Histone acetyltransferase,gene activation
EP300,NR3C1,914,Histone acetyltransferase,gene activation
EP300,PRDM2,713,Histone acetyltransferase,gene activation
EP300,ADAT2,720,Histone acetyltransferase,gene activation
EP300,EGR1,952,Histone acetyltransferase,gene activation
EP300,NFYB,904,Histone acetyltransferase,gene activation
EP300,TWIST1,886,Histone acetyltransferase,gene activation
EP300,EGR2,923,Histone acetyltransferase,gene activation
EP300,SNAI1,847,Histone acetyltransferase,gene activation
EP300,H4C6,999,Histone acetyltransferase,gene activation
EP300,IRF1,984,Histone acetyltransferase,gene activation
EP300,SOX9,940,Histone acetyltransferase,gene activation
EP300,FOSB,735,Histone acetyltransferase,gene activation
EP300,NR1D1,766,Histone acetyltransferase,gene activation
EP300,KLF2,780,Histone acetyltransferase,gene activation
EP300,SIRT2,907,Histone acetyltransferase,gene activation
EP300,MYOD1,991,Histone acetyltransferase,gene activation
EP300,FOXA1,933,Histone acetyltransferase,gene activation
EP300,APOE,724,Histone acetyltransferase,gene activation
EP300,JUND,933,Histone acetyltransferase,gene activation
EP300,HBZ,860,Histone acetyltransferase,gene activation
EP300,RARA,883,Histone acetyltransferase,gene activation
EP300,FUS,763,Histone acetyltransferase,gene activation
EP300,SMARCC1,702,Histone acetyltransferase,gene activation
EP300,H3-3B,962,Histone acetyltransferase,gene activation
EP300,KDM6B,754,Histone acetyltransferase,gene activation
EP300,KRAS,757,Histone acetyltransferase,gene activation
EP300,CCNB1,816,Histone acetyltransferase,gene activation
EP300,VHL,881,Histone acetyltransferase,gene activation
EP300,NOTCH2,814,Histone acetyltransferase,gene activation
EP300,DDB2,803,Histone acetyltransferase,gene activation
EP300,MDM2,999,Histone acetyltransferase,gene activation
EP300,MED4,747,Histone acetyltransferase,gene activation
EP300,TTC5,990,Histone acetyltransferase,gene activation
EP300,KAT7,822,Histone acetyltransferase,gene activation
EP300,TGS1,794,Histone acetyltransferase,gene activation
EP300,THBS1,706,Histone acetyltransferase,gene activation
EP300,RORA,960,Histone acetyltransferase,gene activation
EP300,ANAPC5,754,Histone acetyltransferase,gene activation
EP300,ATF1,734,Histone acetyltransferase,gene activation
EP300,SMAD7,842,Histone acetyltransferase,gene activation
EP300,SMAD2,987,Histone acetyltransferase,gene activation
EP300,KMT2C,884,Histone acetyltransferase,gene activation
EP300,YY1,999,Histone acetyltransferase,gene activation
EP300,CREBBP,999,Histone acetyltransferase,gene activation
EP300,SRCAP,911,Histone acetyltransferase,gene activation
EP300,SETD1A,854,Histone acetyltransferase,gene activation
EP300,ELL,803,Histone acetyltransferase,gene activation
EP300,TCF3,941,Histone acetyltransferase,gene activation
EP300,MED15,771,Histone acetyltransferase,gene activation
EP300,BRD4,988,Histone acetyltransferase,gene activation
EP300,MEF2C,806,Histone acetyltransferase,gene activation
EP300,H2BC11,968,Histone acetyltransferase,gene activation
EP300,MAML3,934,Histone acetyltransferase,gene activation
EP300,XRCC5,716,Histone acetyltransferase,gene activation
EP300,XPA,928,Histone acetyltransferase,gene activation
EP300,SP3,735,Histone acetyltransferase,gene activation
EP300,H4C5,903,Histone acetyltransferase,gene activation
EP300,ATF2,976,Histone acetyltransferase,gene activation
EP300,HDAC11,851,Histone acetyltransferase,gene activation
EP300,YBX1,898,Histone acetyltransferase,gene activation
EP300,ZEB1,932,Histone acetyltransferase,gene activation
EP300,FBXW7,755,Histone acetyltransferase,gene activation
EP300,MED12,805,Histone acetyltransferase,gene activation
EP300,NR4A1,984,Histone acetyltransferase,gene activation
EP300,EBF1,791,Histone acetyltransferase,gene activation
EP300,KMT2B,755,Histone acetyltransferase,gene activation
EP300,TCEA1,911,Histone acetyltransferase,gene activation
EP300,DDIT3,784,Histone acetyltransferase,gene activation
EP300,HIF3A,726,Histone acetyltransferase,gene activation
EP300,PTMA,775,Histone acetyltransferase,gene activation
EP300,H4C7,741,Histone acetyltransferase,gene activation
EP300,H3C13,922,Histone acetyltransferase,gene activation
EP300,SRC,959,Histone acetyltransferase,gene activation
EP300,RUNX1,989,Histone acetyltransferase,gene activation
EP300,CREB3L1,917,Histone acetyltransferase,gene activation
EP300,KAT5,966,Histone acetyltransferase,gene activation
EP300,PRMT1,994,Histone acetyltransferase,gene activation
EP300,PRKACB,850,Histone acetyltransferase,gene activation
EP300,RELA,999,Histone acetyltransferase,gene activation
EP300,STAT3,999,Histone acetyltransferase,gene activation
EP300,NFE2L2,933,Histone acetyltransferase,gene activation
EP300,FOXM1,957,Histone acetyltransferase,gene activation
EP300,HSP90AB1,739,Histone acetyltransferase,gene activation
EP300,TP53,999,Histone acetyltransferase,gene activation
EP300,H3C12,984,Histone acetyltransferase,gene activation
EP300,EZH2,963,Histone acetyltransferase,gene activation
EP300,JUN,999,Histone acetyltransferase,gene activation
EP300,MEF2D,923,Histone acetyltransferase,gene activation
EP300,CAMK4,922,Histone acetyltransferase,gene activation
EP300,SNIP1,781,Histone acetyltransferase,gene activation
EP300,SMAD4,994,Histone acetyltransferase,gene activation
EP300,CEBPB,996,Histone acetyltransferase,gene activation
EP300,FEN1,879,Histone acetyltransferase,gene activation
EP300,NUPR1,781,Histone acetyltransferase,gene activation
EP300,GATA3,959,Histone acetyltransferase,gene activation
EP300,FOXP3,891,Histone acetyltransferase,gene activation
EP300,GATA1,984,Histone acetyltransferase,gene activation
EP300,ASH2L,751,Histone acetyltransferase,gene activation
EP300,PCNA,900,Histone acetyltransferase,gene activation
EP300,DEK,704,Histone acetyltransferase,gene activation
EP300,PIAS3,811,Histone acetyltransferase,gene activation
EP300,MAGEA11,709,Histone acetyltransferase,gene activation
EP300,EHMT2,764,Histone acetyltransferase,gene activation
EP300,TP73,927,Histone acetyltransferase,gene activation
EP300,SNW1,823,Histone acetyltransferase,gene activation
EP300,H2BC12,959,Histone acetyltransferase,gene activation
EP300,H3-2,849,Histone acetyltransferase,gene activation
EP300,IRF4,715,Histone acetyltransferase,gene activation
EP300,HIF1A,999,Histone acetyltransferase,gene activation
EP300,PGR,776,Histone acetyltransferase,gene activation
EP300,H2AC4,803,Histone acetyltransferase,gene activation
EP300,CBFB,800,Histone acetyltransferase,gene activation
EP300,NEUROD1,845,Histone acetyltransferase,gene activation
EP300,TXN,819,Histone acetyltransferase,gene activation
EP300,ING4,879,Histone acetyltransferase,gene activation
EP300,SREBF1,963,Histone acetyltransferase,gene activation
EP300,GATA2,766,Histone acetyltransferase,gene activation
EP300,FOXO4,983,Histone acetyltransferase,gene activation
EP300,CDC25A,864,Histone acetyltransferase,gene activation
EP300,CITED4,955,Histone acetyltransferase,gene activation
EP300,HDAC4,887,Histone acetyltransferase,gene activation
EP300,MAML1,997,Histone acetyltransferase,gene activation
EP300,H2AC21,748,Histone acetyltransferase,gene activation
EP300,CEBPA,902,Histone acetyltransferase,gene activation
EP300,H4C8,903,Histone acetyltransferase,gene activation
EP300,PAX6,888,Histone acetyltransferase,gene activation
EP300,RPS6KA5,711,Histone acetyltransferase,gene activation
EP300,H3C6,849,Histone acetyltransferase,gene activation
EP300,H4C11,905,Histone acetyltransferase,gene activation
EP300,HSP90AA1,809,Histone acetyltransferase,gene activation
EP300,HDAC1,999,Histone acetyltransferase,gene activation
EP300,H3-4,966,Histone acetyltransferase,gene activation
EP300,ARRB1,781,Histone acetyltransferase,gene activation
EP300,CREB1,999,Histone acetyltransferase,gene activation
EP300,SETD2,761,Histone acetyltransferase,gene activation
EP300,RBBP5,768,Histone acetyltransferase,gene activation
EP300,RXRA,934,Histone acetyltransferase,gene activation
EP300,RERE,867,Histone acetyltransferase,gene activation
EP300,FOXO1,984,Histone acetyltransferase,gene activation
EP300,EWSR1,802,Histone acetyltransferase,gene activation
EP300,SMAD3,999,Histone acetyltransferase,gene activation
EP300,TRRAP,758,Histone acetyltransferase,gene activation
EP300,SUZ12,745,Histone acetyltransferase,gene activation
EP300,NCOA1,999,Histone acetyltransferase,gene activation
EP300,H4C2,906,Histone acetyltransferase,gene activation
EP300,HNF4A,978,Histone acetyltransferase,gene activation
EP300,RAD21,754,Histone acetyltransferase,gene activation
EP300,H2AC8,983,Histone acetyltransferase,gene activation
EP300,HCFC1,749,Histone acetyltransferase,gene activation
EP300,SMC3,748,Histone acetyltransferase,gene activation
EP300,MED13L,729,Histone acetyltransferase,gene activation
EP300,THRA,785,Histone acetyltransferase,gene activation
EP300,DYRK1B,708,Histone acetyltransferase,gene activation
EP300,ATM,904,Histone acetyltransferase,gene activation
EP300,ACTB,778,Histone acetyltransferase,gene activation
EP300,JUNB,855,Histone acetyltransferase,gene activation
EP300,GREB1,882,Histone acetyltransferase,gene activation
EP300,FOSL1,803,Histone acetyltransferase,gene activation
EP300,TCF7,928,Histone acetyltransferase,gene activation
EP300,ING2,929,Histone acetyltransferase,gene activation
EP300,GAPDH,787,Histone acetyltransferase,gene activation
EP300,H2AC20,952,Histone acetyltransferase,gene activation
EP300,NOTCH4,742,Histone acetyltransferase,gene activation
EP300,CHD4,933,Histone acetyltransferase,gene activation
EP300,KLF15,716,Histone acetyltransferase,gene activation
EP300,MAFK,792,Histone acetyltransferase,gene activation
EP300,TCF7L2,975,Histone acetyltransferase,gene activation
EP300,BAZ1B,772,Histone acetyltransferase,gene activation
EP300,BCL2,869,Histone acetyltransferase,gene activation
EP300,H4C9,928,Histone acetyltransferase,gene activation
EP300,DDB1,891,Histone acetyltransferase,gene activation
EP300,CREB3,949,Histone acetyltransferase,gene activation
EP300,KAT6B,729,Histone acetyltransferase,gene activation
EP300,HDAC6,990,Histone acetyltransferase,gene activation
EP300,GRIP1,710,Histone acetyltransferase,gene activation
EP300,ASCL1,888,Histone acetyltransferase,gene activation
EP300,TDG,890,Histone acetyltransferase,gene activation
EP300,STAT5A,946,Histone acetyltransferase,gene activation
EP300,CREB3L2,922,Histone acetyltransferase,gene activation
EP300,ARNT2,793,Histone acetyltransferase,gene activation
EP300,THRB,731,Histone acetyltransferase,gene activation
EP300,OGA,712,Histone acetyltransferase,gene activation
EP300,PARP1,881,Histone acetyltransferase,gene activation
EP300,RUNX2,885,Histone acetyltransferase,gene activation
EP300,ERCC6,860,Histone acetyltransferase,gene activation
EP300,ETS1,954,Histone acetyltransferase,gene activation
EP300,MYC,999,Histone acetyltransferase,gene activation
EP300,MED6,703,Histone acetyltransferase,gene activation
EP300,MYSM1,839,Histone acetyltransferase,gene activation
EP300,CHUK,742,Histone acetyltransferase,gene activation
EP300,KAT2B,999,Histone acetyltransferase,gene activation
EP300,ZNF148,784,Histone acetyltransferase,gene activation
EP300,MED1,918,Histone acetyltransferase,gene activation
EP300,IL1B,710,Histone acetyltransferase,gene activation
EP300,USF1,912,Histone acetyltransferase,gene activation
EP300,CAMK2A,908,Histone acetyltransferase,gene activation
EP300,NFATC1,712,Histone acetyltransferase,gene activation
EP300,H4-16,903,Histone acetyltransferase,gene activation
EP300,PAXIP1,734,Histone acetyltransferase,gene activation
EP300,AR,952,Histone acetyltransferase,gene activation
EP300,SETD1B,734,Histone acetyltransferase,gene activation
EP300,H2AX,713,Histone acetyltransferase,gene activation
EP300,MAPT,714,Histone acetyltransferase,gene activation
EP300,LEF1,981,Histone acetyltransferase,gene activation
EP300,UBE2I,809,Histone acetyltransferase,gene activation
EP300,HDAC3,958,Histone acetyltransferase,gene activation
EP300,SMARCA4,969,Histone acetyltransferase,gene activation
EP300,ARID1A,855,Histone acetyltransferase,gene activation
EP300,CREB3L4,916,Histone acetyltransferase,gene activation
EP300,STAT1,998,Histone acetyltransferase,gene activation
EP300,MEF2A,989,Histone acetyltransferase,gene activation
EP300,SIN3A,816,Histone acetyltransferase,gene activation
EP300,CDKN1A,920,Histone acetyltransferase,gene activation
EP300,ZBTB16,844,Histone acetyltransferase,gene activation
EP300,GADD45A,765,Histone acetyltransferase,gene activation
EP300,CITED1,975,Histone acetyltransferase,gene activation
EP300,WDR5,896,Histone acetyltransferase,gene activation
EP300,ESR2,811,Histone acetyltransferase,gene activation
EP300,BRCA1,986,Histone acetyltransferase,gene activation
EP300,H3C3,847,Histone acetyltransferase,gene activation
EP300,POU2F1,917,Histone acetyltransferase,gene activation
EP300,ESR1,997,Histone acetyltransferase,gene activation
EP300,PPARA,829,Histone acetyltransferase,gene activation
EP300,SUV39H1,734,Histone acetyltransferase,gene activation
EP300,CDC20,750,Histone acetyltransferase,gene activation
EP300,HNF1A,824,Histone acetyltransferase,gene activation
EP300,PRMT5,780,Histone acetyltransferase,gene activation
EP300,H4C14,929,Histone acetyltransferase,gene activation
EP300,KMT2E,749,Histone acetyltransferase,gene activation
EP300,REL,903,Histone acetyltransferase,gene activation
EP300,CDK9,725,Histone acetyltransferase,gene activation
EP300,NFYA,939,Histone acetyltransferase,gene activation
EP300,ATF4,988,Histone acetyltransferase,gene activation
EP300,CREB5,924,Histone acetyltransferase,gene activation
EP300,TCF7L1,948,Histone acetyltransferase,gene activation
EP300,SUMO1,828,Histone acetyltransferase,gene activation
EP300,NPM1,788,Histone acetyltransferase,gene activation
EP300,EID1,878,Histone acetyltransferase,gene activation
EP300,RBPJ,980,Histone acetyltransferase,gene activation
EP300,H2BC21,960,Histone acetyltransferase,gene activation
EP300,NUP98,709,Histone acetyltransferase,gene activation
EP300,IRF3,999,Histone acetyltransferase,gene activation
EP300,CARM1,999,Histone acetyltransferase,gene activation
EP300,NR2F2,847,Histone acetyltransferase,gene activation
EP300,H3C2,827,Histone acetyltransferase,gene activation
EP300,EGR3,918,Histone acetyltransferase,gene activation
EP300,TGFBR1,712,Histone acetyltransferase,gene activation
EP300,H3C10,814,Histone acetyltransferase,gene activation
EP300,BTRC,741,Histone acetyltransferase,gene activation
EP300,MITF,877,Histone acetyltransferase,gene activation
EP300,MAF,729,Histone acetyltransferase,gene activation
EP300,UBC,791,Histone acetyltransferase,gene activation
EP300,NUTM1,876,Histone acetyltransferase,gene activation
EP300,ARNT,999,Histone acetyltransferase,gene activation
EP300,MAPK8,700,Histone acetyltransferase,gene activation
EP300,ELF3,729,Histone acetyltransferase,gene activation
EP300,HDAC9,964,Histone acetyltransferase,gene activation
EP300,H2BC3,933,Histone acetyltransferase,gene activation
EP300,NRIP1,880,Histone acetyltransferase,gene activation
EP300,NCOA3,999,Histone acetyltransferase,gene activation
EP300,HDAC2,944,Histone acetyltransferase,gene activation
EP300,IRF7,979,Histone acetyltransferase,gene activation
EP300,TP63,850,Histone acetyltransferase,gene activation
EP300,KLF4,945,Histone acetyltransferase,gene activation
EP300,CRTC2,961,Histone acetyltransferase,gene activation
EP300,STAT2,937,Histone acetyltransferase,gene activation
EP300,PRKACA,851,Histone acetyltransferase,gene activation
EP300,NR1H3,723,Histone acetyltransferase,gene activation
EP300,CTBP1,955,Histone acetyltransferase,gene activation
EP300,PKM,725,Histone acetyltransferase,gene activation
EP300,TLE3,855,Histone acetyltransferase,gene activation
EP300,H4C4,903,Histone acetyltransferase,gene activation
EP300,MEIS1,775,Histone acetyltransferase,gene activation
EP300,PPARG,997,Histone acetyltransferase,gene activation
EP300,MLXIPL,815,Histone acetyltransferase,gene activation
EP300,PRKACG,849,Histone acetyltransferase,gene activation
EP300,NCOR1,959,Histone acetyltransferase,gene activation
EP300,CEBPD,736,Histone acetyltransferase,gene activation
EP300,CLOCK,994,Histone acetyltransferase,gene activation
EP300,PPARGC1A,990,Histone acetyltransferase,gene activation
EP300,H3C1,998,Histone acetyltransferase,gene activation
EP300,CTNNB1,999,Histone acetyltransferase,gene activation
EP300,TAL1,889,Histone acetyltransferase,gene activation
EP300,LYL1,871,Histone acetyltransferase,gene activation
EP300,KMT2A,831,Histone acetyltransferase,gene activation
EP300,ETS2,795,Histone acetyltransferase,gene activation
EP300,H3-5,849,Histone acetyltransferase,gene activation
EP300,STAT6,945,Histone acetyltransferase,gene activation
EP300,MYOCD,803,Histone acetyltransferase,gene activation
EP300,E2F1,973,Histone acetyltransferase,gene activation
EP300,H4C15,903,Histone acetyltransferase,gene activation
EP300,NAP1L1,774,Histone acetyltransferase,gene activation
EP300,SP1,999,Histone acetyltransferase,gene activation
EP300,NOTCH1,940,Histone acetyltransferase,gene activation
EP300,H4C3,903,Histone acetyltransferase,gene activation
EP300,NPAS2,948,Histone acetyltransferase,gene activation
EP300,H3C4,814,Histone acetyltransferase,gene activation
EP300,KLF1,758,Histone acetyltransferase,gene activation
EP300,SMC1A,786,Histone acetyltransferase,gene activation
EP300,CCNA2,812,Histone acetyltransferase,gene activation
EP300,CDKN2A,859,Histone acetyltransferase,gene activation
EP300,HMGN1,947,Histone acetyltransferase,gene activation
EP300,KDM1A,899,Histone acetyltransferase,gene activation
EP300,TEAD4,852,Histone acetyltransferase,gene activation
EP300,TFAP2A,856,Histone acetyltransferase,gene activation
EP300,KAT6A,956,Histone acetyltransferase,gene activation
EP300,GTF2B,966,Histone acetyltransferase,gene activation
EP300,H3C11,814,Histone acetyltransferase,gene activation
EP300,DDX17,870,Histone acetyltransferase,gene activation
EP300,SOX2,705,Histone acetyltransferase,gene activation
EP300,H4C13,904,Histone acetyltransferase,gene activation
EP300,KDM2A,771,Histone acetyltransferase,gene activation
EP300,KLF5,931,Histone acetyltransferase,gene activation
EP300,KDM6A,902,Histone acetyltransferase,gene activation
EP300,PCK1,710,Histone acetyltransferase,gene activation
EP300,BRD7,925,Histone acetyltransferase,gene activation
EP300,RB1,808,Histone acetyltransferase,gene activation
EP300,FOS,964,Histone acetyltransferase,gene activation
EP300,H4C12,903,Histone acetyltransferase,gene activation
EP300,H2AZ1,753,Histone acetyltransferase,gene activation
EP300,NCOA6,911,Histone acetyltransferase,gene activation
EP300,REST,766,Histone acetyltransferase,gene activation
EP300,TCF12,912,Histone acetyltransferase,gene activation
EP300,EPAS1,998,Histone acetyltransferase,gene activation
EP300,CPT1A,794,Histone acetyltransferase,gene activation
EP300,SMARCA5,794,Histone acetyltransferase,gene activation
EP300,TADA3,791,Histone acetyltransferase,gene activation
EP300,ZBTB17,818,Histone acetyltransferase,gene activation
EP300,EP400,859,Histone acetyltransferase,gene activation
EP300,NCOR2,877,Histone acetyltransferase,gene activation
EP300,MYB,996,Histone acetyltransferase,gene activation
EP300,CTBP2,950,Histone acetyltransferase,gene activation
EP300,RBPJL,925,Histone acetyltransferase,gene activation
EP300,FOXO3,991,Histone acetyltransferase,gene activation
EP300,H3C8,814,Histone acetyltransferase,gene activation
EP300,STAT5B,907,Histone acetyltransferase,gene activation
EP300,APP,959,Histone acetyltransferase,gene activation
EP300,SKP2,942,Histone acetyltransferase,gene activation
EP300,E2F4,863,Histone acetyltransferase,gene activation
EP300,GABPA,743,Histone acetyltransferase,gene activation
EP300,NCOA2,998,Histone acetyltransferase,gene activation
EP300,CITED2,999,Histone acetyltransferase,gene activation
EP300,HIPK2,886,Histone acetyltransferase,gene activation
EP300,MRTFA,710,Histone acetyltransferase,gene activation
EP300,KDM3A,743,Histone acetyltransferase,gene activation
EP300,RUNX3,948,Histone acetyltransferase,gene activation
EP300,HDAC8,773,Histone acetyltransferase,gene activation
EP300,ERCC5,869,Histone acetyltransferase,gene activation
EP300,ING5,934,Histone acetyltransferase,gene activation
EP300,ARNTL,986,Histone acetyltransferase,gene activation
EP300,MAML2,950,Histone acetyltransferase,gene activation
EP300,CTCF,959,Histone acetyltransferase,gene activation
EP300,H2AC18,785,Histone acetyltransferase,gene activation
EP300,HEY1,730,Histone acetyltransferase,gene activation
EP300,PML,852,Histone acetyltransferase,gene activation
EP300,H4C1,905,Histone acetyltransferase,gene activation
EP300,STAT4,724,Histone acetyltransferase,gene activation
EP300,KMT2D,896,Histone acetyltransferase,gene activation
EP300,MAX,712,Histone acetyltransferase,gene activation
EP300,JMY,995,Histone acetyltransferase,gene activation
EP300,CDK2,925,Histone acetyltransferase,gene activation
EP300,PROX1,703,Histone acetyltransferase,gene activation
EP300,RXRG,710,Histone acetyltransferase,gene activation
EP300,AKT1,954,Histone acetyltransferase,gene activation
EP300,GPS2,840,Histone acetyltransferase,gene activation
EP300,CAMK2B,903,Histone acetyltransferase,gene activation
EP300,HNRNPU,821,Histone acetyltransferase,gene activation
EP300,CDK1,726,Histone acetyltransferase,gene activation
EP300,SMAD1,835,Histone acetyltransferase,gene activation
EP300,GATA4,973,Histone acetyltransferase,gene activation
EP300,H3C7,814,Histone acetyltransferase,gene activation
CREBBP,CREB3L3,910,Histone acetyltransferase,gene activation
CREBBP,HDAC7,712,Histone acetyltransferase,gene activation
CREBBP,SIRT1,754,Histone acetyltransferase,gene activation
CREBBP,MAPK1,803,Histone acetyltransferase,gene activation
CREBBP,NFKBIA,741,Histone acetyltransferase,gene activation
CREBBP,MYBL2,768,Histone acetyltransferase,gene activation
CREBBP,KAT2A,964,Histone acetyltransferase,gene activation
CREBBP,HDAC5,812,Histone acetyltransferase,gene activation
CREBBP,NFKB1,913,Histone acetyltransferase,gene activation
CREBBP,CCND1,986,Histone acetyltransferase,gene activation
CREBBP,NR3C1,943,Histone acetyltransferase,gene activation
CREBBP,EGR1,834,Histone acetyltransferase,gene activation
CREBBP,EGR2,920,Histone acetyltransferase,gene activation
CREBBP,SNAI1,759,Histone acetyltransferase,gene activation
CREBBP,H4C6,995,Histone acetyltransferase,gene activation
CREBBP,SOX9,754,Histone acetyltransferase,gene activation
CREBBP,MYOD1,923,Histone acetyltransferase,gene activation
CREBBP,RARA,889,Histone acetyltransferase,gene activation
CREBBP,H3-3B,985,Histone acetyltransferase,gene activation
CREBBP,NOTCH2,818,Histone acetyltransferase,gene activation
CREBBP,MDM2,909,Histone acetyltransferase,gene activation
CREBBP,CDH1,744,Histone acetyltransferase,gene activation
CREBBP,ATF1,746,Histone acetyltransferase,gene activation
CREBBP,SMAD2,986,Histone acetyltransferase,gene activation
CREBBP,KMT2C,822,Histone acetyltransferase,gene activation
CREBBP,YY1,951,Histone acetyltransferase,gene activation
CREBBP,MAML2,888,Histone acetyltransferase,gene activation
CREBBP,ARNTL,983,Histone acetyltransferase,gene activation
CREBBP,H3C14,907,Histone acetyltransferase,gene activation
CREBBP,CDK8,702,Histone acetyltransferase,gene activation
CREBBP,HDAC8,721,Histone acetyltransferase,gene activation
CREBBP,E2F3,802,Histone acetyltransferase,gene activation
CREBBP,PML,829,Histone acetyltransferase,gene activation
CREBBP,SMARCA2,740,Histone acetyltransferase,gene activation
CREBBP,PTOV1,700,Histone acetyltransferase,gene activation
CREBBP,KMT2D,870,Histone acetyltransferase,gene activation
CREBBP,STAT4,702,Histone acetyltransferase,gene activation
CREBBP,H4C1,903,Histone acetyltransferase,gene activation
CREBBP,CDK2,918,Histone acetyltransferase,gene activation
CREBBP,AKT1,854,Histone acetyltransferase,gene activation
CREBBP,CAMK2B,910,Histone acetyltransferase,gene activation
CREBBP,H3C7,907,Histone acetyltransferase,gene activation
CREBBP,SMAD1,782,Histone acetyltransferase,gene activation
CREBBP,TFDP1,775,Histone acetyltransferase,gene activation
CREBBP,KAT6A,939,Histone acetyltransferase,gene activation
CREBBP,SRCAP,944,Histone acetyltransferase,gene activation
CREBBP,KDM6A,811,Histone acetyltransferase,gene activation
CREBBP,H4C13,903,Histone acetyltransferase,gene activation
CREBBP,KLF5,707,Histone acetyltransferase,gene activation
CREBBP,H3C11,907,Histone acetyltransferase,gene activation
CREBBP,GTF2B,769,Histone acetyltransferase,gene activation
CREBBP,MAPK3,701,Histone acetyltransferase,gene activation
CREBBP,H2AZ1,774,Histone acetyltransferase,gene activation
CREBBP,H4C12,903,Histone acetyltransferase,gene activation
CREBBP,FOS,943,Histone acetyltransferase,gene activation
CREBBP,H3C15,907,Histone acetyltransferase,gene activation
CREBBP,TCF12,937,Histone acetyltransferase,gene activation
CREBBP,EPAS1,986,Histone acetyltransferase,gene activation
CREBBP,NCOA6,962,Histone acetyltransferase,gene activation
CREBBP,APP,781,Histone acetyltransferase,gene activation
CREBBP,STAT5B,934,Histone acetyltransferase,gene activation
CREBBP,H3C8,907,Histone acetyltransferase,gene activation
CREBBP,FOXO3,995,Histone acetyltransferase,gene activation
CREBBP,RBPJL,926,Histone acetyltransferase,gene activation
CREBBP,MYB,999,Histone acetyltransferase,gene activation
CREBBP,NCOR2,872,Histone acetyltransferase,gene activation
CREBBP,HIPK2,805,Histone acetyltransferase,gene activation
CREBBP,CITED2,995,Histone acetyltransferase,gene activation
CREBBP,NCOA2,997,Histone acetyltransferase,gene activation
CREBBP,KPNA2,760,Histone acetyltransferase,gene activation
CREBBP,H4C4,903,Histone acetyltransferase,gene activation
CREBBP,CTBP1,820,Histone acetyltransferase,gene activation
CREBBP,PRKACG,835,Histone acetyltransferase,gene activation
CREBBP,PPARG,998,Histone acetyltransferase,gene activation
CREBBP,CLOCK,976,Histone acetyltransferase,gene activation
CREBBP,CEBPD,710,Histone acetyltransferase,gene activation
CREBBP,NCOR1,947,Histone acetyltransferase,gene activation
CREBBP,ATXN3,778,Histone acetyltransferase,gene activation
CREBBP,H3C1,989,Histone acetyltransferase,gene activation
CREBBP,CTNNB1,999,Histone acetyltransferase,gene activation
CREBBP,PPARGC1A,860,Histone acetyltransferase,gene activation
CREBBP,H3-5,959,Histone acetyltransferase,gene activation
CREBBP,STAT6,957,Histone acetyltransferase,gene activation
CREBBP,IRF5,718,Histone acetyltransferase,gene activation
CREBBP,ETS2,817,Histone acetyltransferase,gene activation
CREBBP,KMT2A,995,Histone acetyltransferase,gene activation
CREBBP,ONECUT1,715,Histone acetyltransferase,gene activation
CREBBP,H4C15,903,Histone acetyltransferase,gene activation
CREBBP,E2F1,882,Histone acetyltransferase,gene activation
CREBBP,H4C3,903,Histone acetyltransferase,gene activation
CREBBP,NOTCH1,783,Histone acetyltransferase,gene activation
CREBBP,SP1,992,Histone acetyltransferase,gene activation
CREBBP,CDKN2A,751,Histone acetyltransferase,gene activation
CREBBP,CCNA2,764,Histone acetyltransferase,gene activation
CREBBP,EID3,714,Histone acetyltransferase,gene activation
CREBBP,KLF1,808,Histone acetyltransferase,gene activation
CREBBP,H3C4,907,Histone acetyltransferase,gene activation
CREBBP,H2BC21,776,Histone acetyltransferase,gene activation
CREBBP,RBPJ,939,Histone acetyltransferase,gene activation
CREBBP,EID1,705,Histone acetyltransferase,gene activation
CREBBP,SUMO1,998,Histone acetyltransferase,gene activation
CREBBP,CREB5,925,Histone acetyltransferase,gene activation
CREBBP,TCF7L1,921,Histone acetyltransferase,gene activation
CREBBP,ATF4,987,Histone acetyltransferase,gene activation
CREBBP,REL,753,Histone acetyltransferase,gene activation
CREBBP,H4C14,903,Histone acetyltransferase,gene activation
CREBBP,CARM1,981,Histone acetyltransferase,gene activation
CREBBP,IRF3,999,Histone acetyltransferase,gene activation
CREBBP,NUP98,815,Histone acetyltransferase,gene activation
CREBBP,EGR3,919,Histone acetyltransferase,gene activation
CREBBP,CDC27,706,Histone acetyltransferase,gene activation
CREBBP,H3C2,916,Histone acetyltransferase,gene activation
CREBBP,POU1F1,780,Histone acetyltransferase,gene activation
CREBBP,H3C10,907,Histone acetyltransferase,gene activation
CREBBP,ARNT,968,Histone acetyltransferase,gene activation
CREBBP,AIRE,733,Histone acetyltransferase,gene activation
CREBBP,USP7,751,Histone acetyltransferase,gene activation
CREBBP,CIITA,753,Histone acetyltransferase,gene activation
CREBBP,H2BC3,778,Histone acetyltransferase,gene activation
